cm/h,1.00E+00,1.67E-02,2.78E-07,2.78E-04,3.28E-02,5.47E-04,9.11E-09,9.11E-15,9.11E-06,9.11E-12,1.09E-07,1.09E-13,1.09E-04,1.09E-10,1.00E-05,1.67E-07,2.78E-12,2.78E-18,2.78E-09,2.78E-15,3.65E-05,1.01E-08,1.00E-02,1.67E-04,2.78E-09,2.78E-15,2.78E-06,2.78E-12,6.21E-06,1.04E-07,1.73E-12,1.73E-18,1.73E-09,1.73E-15,2.78E-06,2.78E-12,2.78E-03,2.78E-09,2.78E+00,2.78E-06,2.78E+03,2.78E-03,2.78E-03,2.78E-09,2.78E+00,2.78E-06,1.82E-04,3.04E-09,3.04E-15,3.04E-06,3.04E-12
m/ns,3.60E+14,6.00E+12,1.00E+08,1.00E+11,1.18E+13,1.97E+11,3.28E+06,3.28E+00,3.28E+09,3.28E+03,3.94E+07,3.94E+01,3.94E+10,3.94E+04,3.60E+09,6.00E+07,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.31E+10,3.65E+06,3.60E+12,6.00E+10,1.00E+06,1.00E+00,1.00E+09,1.00E+03,2.24E+09,3.73E+07,6.21E+02,6.21E-04,6.21E+05,6.21E-01,1.00E+09,1.00E+03,1.00E+12,1.00E+06,1.00E+15,1.00E+09,1.00E+18,1.00E+12,1.00E+12,1.00E+06,1.00E+15,1.00E+09,6.56E+10,1.09E+06,1.09E+00,1.09E+09,1.09E+03
m/s,3.60E+05,6.00E+03,1.00E-01,1.00E+02,1.18E+04,1.97E+02,3.28E-03,3.28E-09,3.28E+00,3.28E-06,3.94E-02,3.94E-08,3.94E+01,3.94E-05,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.31E+01,3.65E-03,3.60E+03,6.00E+01,1.00E-03,1E-09,1.00E+00,1.00E-06,2.24E+00,3.73E-02,6.21E-07,6.21E-13,6.21E-04,6.21E-10,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+03,1.00E-03,1.00E+06,1.00E+00,6.56E+01,1.09E-03,1.09E-09,1.09E+00,1.09E-06
m/us,3.60E+11,6.00E+09,1.00E+05,1.00E+08,1.18E+10,1.97E+08,3.28E+03,3.28E-03,3.28E+06,3.28E+00,3.94E+04,3.94E-02,3.94E+07,3.94E+01,3.60E+06,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.31E+07,3.65E+03,3.60E+09,6.00E+07,1.00E+03,0.001,1000000,1.00E+00,2.24E+06,3.73E+04,6.21E-01,6.21E-07,6.21E+02,6.21E-04,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+12,1.00E+06,1.00E+15,1.00E+09,1.00E+09,1.00E+03,1.00E+12,1.00E+06,6.56E+07,1.09E+03,1.09E-03,1.09E+06,1.09E+00
mi/h,1.61E+05,2.68E+03,4.47E-02,4.47E+01,5.28E+03,8.80E+01,1.47E-03,1.47E-09,1.47E+00,1.47E-06,1.76E-02,1.76E-08,1.76E+01,1.76E-05,1.61E+00,2.68E-02,4.47E-07,4.47E-13,4.47E-04,4.47E-10,5.87E+00,1.63E-03,1.61E+03,2.68E+01,4.47E-04,4.4704000518595E-10,0.44704000518595,4.4704000518595E-07,1.00E+00,1.67E-02,2.78E-07,2.78E-13,2.78E-04,2.78E-10,4.47E-01,4.47E-07,4.47E+02,4.47E-04,4.47E+05,4.47E-01,4.47E+08,4.47E+02,4.47E+02,4.47E-04,4.47E+05,4.47E-01,2.93E+01,4.89E-04,4.89E-10,4.89E-01,4.89E-07
mi/min,9.66E+06,1.61E+05,2.68E+00,2.68E+03,3.17E+05,5.28E+03,8.80E-02,8.80E-08,8.80E+01,8.80E-05,1.06E+00,1.06E-06,1.06E+03,1.06E-03,9.66E+01,1.61E+00,2.68E-05,2.68E-11,2.68E-02,2.68E-08,3.52E+02,9.78E-02,9.66E+04,1.61E+03,2.68E-02,2.6822399016163E-08,26.822399016163,2.6822399016163E-05,6.00E+01,1.00E+00,1.67E-05,1.67E-11,1.67E-02,1.67E-08,2.68E+01,2.68E-05,2.68E+04,2.68E-02,2.68E+07,2.68E+01,2.68E+10,2.68E+04,2.68E+04,2.68E-02,2.68E+07,2.68E+01,1.76E+03,2.93E-02,2.93E-08,2.93E+01,2.93E-05
mi/ms,5.79E+11,9.66E+09,1.61E+05,1.61E+08,1.90E+10,3.17E+08,5.28E+03,5.28E-03,5.28E+06,5.28E+00,6.34E+04,6.34E-02,6.34E+07,6.34E+01,5.79E+06,9.66E+04,1.61E+00,1.61E-06,1.61E+03,1.61E-03,2.11E+07,5.87E+03,5.79E+09,9.66E+07,1.61E+03,1.61E-03,1.61E+06,1.61E+00,3.60E+06,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.61E+06,1.61E+00,1.61E+09,1.61E+03,1.61E+12,1.61E+06,1.61E+15,1.61E+09,1.61E+09,1.61E+03,1.61E+12,1.61E+06,1.06E+08,1.76E+03,1.76E-03,1.76E+06,1.76E+00
mi/ns,5.79E+17,9.66E+15,1.61E+11,1.61E+14,1.90E+16,3.17E+14,5.28E+09,5.28E+03,5.28E+12,5.28E+06,6.34E+10,6.34E+04,6.34E+13,6.34E+07,5.79E+12,9.66E+10,1.61E+06,1.61E+00,1.61E+09,1.61E+03,2.11E+13,5.87E+09,5.79E+15,9.66E+13,1.61E+09,1.61E+03,1.61E+12,1.61E+06,3.60E+12,6.00E+10,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.61E+12,1.61E+06,1.61E+15,1.61E+09,1.61E+18,1.61E+12,1.61E+21,1.61E+15,1.61E+15,1.61E+09,1.61E+18,1.61E+12,1.06E+14,1.76E+09,1.76E+03,1.76E+12,1.76E+06
mi/s,5.79E+08,9.66E+06,1.61E+02,1.61E+05,1.90E+07,3.17E+05,5.28E+00,5.28E-06,5.28E+03,5.28E-03,6.34E+01,6.34E-05,6.34E+04,6.34E-02,5.79E+03,9.66E+01,1.61E-03,1.61E-09,1.61E+00,1.61E-06,2.11E+04,5.87E+00,5.79E+06,9.66E+04,1.61E+00,1.61E-06,1.61E+03,1.61E-03,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.61E+03,1.61E-03,1.61E+06,1.61E+00,1.61E+09,1.61E+03,1.61E+12,1.61E+06,1.61E+06,1.61E+00,1.61E+09,1.61E+03,1.06E+05,1.76E+00,1.76E-06,1.76E+03,1.76E-03
mi/us,5.79E+14,9.66E+12,1.61E+08,1.61E+11,1.90E+13,3.17E+11,5.28E+06,5.28E+00,5.28E+09,5.28E+03,6.34E+07,6.34E+01,6.34E+10,6.34E+04,5.79E+09,9.66E+07,1.61E+03,1.61E-03,1.61E+06,1.61E+00,2.11E+10,5.87E+06,5.79E+12,9.66E+10,1.61E+06,1.61E+00,1.61E+09,1.61E+03,3.60E+09,6.00E+07,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.61E+09,1.61E+03,1.61E+12,1.61E+06,1.61E+15,1.61E+09,1.61E+18,1.61E+12,1.61E+12,1.61E+06,1.61E+15,1.61E+09,1.06E+11,1.76E+06,1.76E+00,1.76E+09,1.76E+03
mm/ms,3.60E+05,6.00E+03,1.00E-01,1.00E+02,1.18E+04,1.97E+02,3.28E-03,3.28E-09,3.28E+00,3.28E-06,3.94E-02,3.94E-08,3.94E+01,3.94E-05,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.31E+01,3.65E-03,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,2.24E+00,3.73E-02,6.21E-07,6.21E-13,6.21E-04,6.21E-10,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+03,1.00E-03,1.00E+06,1.00E+00,6.56E+01,1.09E-03,1.09E-09,1.09E+00,1.09E-06
mm/ns,3.60E+11,6.00E+09,1.00E+05,1.00E+08,1.18E+10,1.97E+08,3.28E+03,3.28E-03,3.28E+06,3.28E+00,3.94E+04,3.94E-02,3.94E+07,3.94E+01,3.60E+06,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.31E+07,3.65E+03,3.60E+09,6.00E+07,1.00E+03,1.00E-03,1.00E+06,1.00E+00,2.24E+06,3.73E+04,6.21E-01,6.21E-07,6.21E+02,6.21E-04,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+12,1.00E+06,1.00E+15,1.00E+09,1.00E+09,1.00E+03,1.00E+12,1.00E+06,6.56E+07,1.09E+03,1.09E-03,1.09E+06,1.09E+00
mm/s,3.60E+02,6.00E+00,1.00E-04,1.00E-01,1.18E+01,1.97E-01,3.28E-06,3.28E-12,3.28E-03,3.28E-09,3.94E-05,3.94E-11,3.94E-02,3.94E-08,3.60E-03,6.00E-05,1.00E-09,1.00E-15,1.00E-06,1.00E-12,1.31E-02,3.65E-06,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,2.24E-03,3.73E-05,6.21E-10,6.21E-16,6.21E-07,6.21E-13,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+00,1.00E-06,1.00E+03,1.00E-03,6.56E-02,1.09E-06,1.09E-12,1.09E-03,1.09E-09
mm/us,3.60E+08,6.00E+06,1.00E+02,1.00E+05,1.18E+07,1.97E+05,3.28E+00,3.28E-06,3.28E+03,3.28E-03,3.94E+01,3.94E-05,3.94E+04,3.94E-02,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.31E+04,3.65E+00,3.60E+06,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03,2.24E+03,3.73E+01,6.21E-04,6.21E-10,6.21E-01,6.21E-07,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+12,1.00E+06,1.00E+06,1.00E+00,1.00E+09,1.00E+03,6.56E+04,1.09E+00,1.09E-06,1.09E+03,1.09E-03
nm/ms,3.60E-01,6.00E-03,1.00E-07,1.00E-04,1.18E-02,1.97E-04,3.28E-09,3.28E-15,3.28E-06,3.28E-12,3.94E-08,3.94E-14,3.94E-05,3.94E-11,3.60E-06,6.00E-08,1.00E-12,1.00E-18,1.00E-09,1.00E-15,1.31E-05,3.65E-09,3.60E-03,6.00E-05,1.00E-09,1.00E-15,1.00E-06,1.00E-12,2.24E-06,3.73E-08,6.21E-13,6.21E-19,6.21E-10,6.21E-16,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E-03,1.00E-09,1.00E+00,1.00E-06,6.56E-05,1.09E-09,1.09E-15,1.09E-06,1.09E-12
nm/ns,3.60E+05,6.00E+03,1.00E-01,1.00E+02,1.18E+04,1.97E+02,3.28E-03,3.28E-09,3.28E+00,3.28E-06,3.94E-02,3.94E-08,3.94E+01,3.94E-05,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.31E+01,3.65E-03,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,2.24E+00,3.73E-02,6.21E-07,6.21E-13,6.21E-04,6.21E-10,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+03,1.00E-03,1.00E+06,1.00E+00,6.56E+01,1.09E-03,1.09E-09,1.09E+00,1.09E-06
nm/s,3.60E-04,6.00E-06,1.00E-10,1.00E-07,1.18E-05,1.97E-07,3.28E-12,3.28E-18,3.28E-09,3.28E-15,3.94E-11,3.94E-17,3.94E-08,3.94E-14,3.60E-09,6.00E-11,1.00E-15,1.00E-21,1.00E-12,1.00E-18,1.31E-08,3.65E-12,3.60E-06,6.00E-08,1.00E-12,1.00E-18,1.00E-09,1.00E-15,2.24E-09,3.73E-11,6.21E-16,6.21E-22,6.21E-13,6.21E-19,1.00E-09,1.00E-15,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E-06,1.00E-12,1.00E-03,1.00E-09,6.56E-08,1.09E-12,1.09E-18,1.09E-09,1.09E-15
nm/us,3.60E+02,6.00E+00,1.00E-04,1.00E-01,1.18E+01,1.97E-01,3.28E-06,3.28E-12,3.28E-03,3.28E-09,3.94E-05,3.94E-11,3.94E-02,3.94E-08,3.60E-03,6.00E-05,1.00E-09,1.00E-15,1.00E-06,1.00E-12,1.31E-02,3.65E-06,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,2.24E-03,3.73E-05,6.21E-10,6.21E-16,6.21E-07,6.21E-13,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+00,1.00E-06,1.00E+03,1.00E-03,6.56E-02,1.09E-06,1.09E-12,1.09E-03,1.09E-09
um/ms,3.60E+02,6.00E+00,1.00E-04,1.00E-01,1.18E+01,1.97E-01,3.28E-06,3.28E-12,3.28E-03,3.28E-09,3.94E-05,3.94E-11,3.94E-02,3.94E-08,3.60E-03,6.00E-05,1.00E-09,1.00E-15,1.00E-06,1.00E-12,1.31E-02,3.65E-06,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,2.24E-03,3.73E-05,6.21E-10,6.21E-16,6.21E-07,6.21E-13,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+00,1.00E-06,1.00E+03,1.00E-03,6.56E-02,1.09E-06,1.09E-12,1.09E-03,1.09E-09
um/ns,3.60E+08,6.00E+06,1.00E+02,1.00E+05,1.18E+07,1.97E+05,3.28E+00,3.28E-06,3.28E+03,3.28E-03,3.94E+01,3.94E-05,3.94E+04,3.94E-02,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.31E+04,3.65E+00,3.60E+06,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03,2.24E+03,3.73E+01,6.21E-04,6.21E-10,6.21E-01,6.21E-07,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+12,1.00E+06,1.00E+06,1.00E+00,1.00E+09,1.00E+03,6.56E+04,1.09E+00,1.09E-06,1.09E+03,1.09E-03
um/s,3.60E-01,6.00E-03,1.00E-07,1.00E-04,1.18E-02,1.97E-04,3.28E-09,3.28E-15,3.28E-06,3.28E-12,3.94E-08,3.94E-14,3.94E-05,3.94E-11,3.60E-06,6.00E-08,1.00E-12,1.00E-18,1.00E-09,1.00E-15,1.31E-05,3.65E-09,3.60E-03,6.00E-05,1.00E-09,1.00E-15,1.00E-06,1.00E-12,2.24E-06,3.73E-08,6.21E-13,6.21E-19,6.21E-10,6.21E-16,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E-03,1.00E-09,1.00E+00,1.00E-06,6.56E-05,1.09E-09,1.09E-15,1.09E-06,1.09E-12
um/us,3.60E+05,6.00E+03,1.00E-01,1.00E+02,1.18E+04,1.97E+02,3.28E-03,3.28E-09,3.28E+00,3.28E-06,3.94E-02,3.94E-08,3.94E+01,3.94E-05,3.60E+00,6.00E-02,1.00E-06,1.00E-12,1.00E-03,1.00E-09,1.31E+01,3.65E-03,3.60E+03,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06,2.24E+00,3.73E-02,6.21E-07,6.21E-13,6.21E-04,6.21E-10,1.00E+00,1.00E-06,1.00E+03,1.00E-03,1.00E+06,1.00E+00,1.00E+09,1.00E+03,1.00E+03,1.00E-03,1.00E+06,1.00E+00,6.56E+01,1.09E-03,1.09E-09,1.09E+00,1.09E-06
yd/min,5.49E+03,9.14E+01,1.52E-03,1.52E+00,1.80E+02,3.00E+00,5.00E-05,5.00E-11,5.00E-02,5.00E-08,6.00E-04,6.00E-10,6.00E-01,6.00E-07,5.49E-02,9.14E-04,1.52E-08,1.52E-14,1.52E-05,1.52E-11,2.00E-01,5.56E-05,5.49E+01,9.14E-01,1.52E-05,1.52E-11,1.52E-02,1.52E-08,3.41E-02,5.68E-04,9.47E-09,9.47E-15,9.47E-06,9.47E-12,1.52E-02,1.52E-08,1.52E+01,1.52E-05,1.52E+04,1.52E-02,1.52E+07,1.52E+01,1.52E+01,1.52E-05,1.52E+04,1.52E-02,1.00E+00,1.67E-05,1.67E-11,1.67E-02,1.67E-08
yd/ms,3.29E+08,5.49E+06,9.14E+01,9.14E+04,1.08E+07,1.80E+05,3.00E+00,3.00E-06,3.00E+03,3.00E-03,3.60E+01,3.60E-05,3.60E+04,3.60E-02,3.29E+03,5.49E+01,9.14E-04,9.14E-10,9.14E-01,9.14E-07,1.20E+04,3.33E+00,3.29E+06,5.49E+04,9.14E-01,9.14E-07,9.14E+02,9.14E-04,2.05E+03,3.41E+01,5.68E-04,5.68E-10,5.68E-01,5.68E-07,9.14E+02,9.14E-04,9.14E+05,9.14E-01,9.14E+08,9.14E+02,9.14E+11,9.14E+05,9.14E+05,9.14E-01,9.14E+08,9.14E+02,6.00E+04,1.00E+00,1.00E-06,1.00E+03,1.00E-03
yd/ns,3.29E+14,5.49E+12,9.14E+07,9.14E+10,1.08E+13,1.80E+11,3.00E+06,3.00E+00,3.00E+09,3.00E+03,3.60E+07,3.60E+01,3.60E+10,3.60E+04,3.29E+09,5.49E+07,9.14E+02,9.14E-04,9.14E+05,9.14E-01,1.20E+10,3.33E+06,3.29E+12,5.49E+10,9.14E+05,9.14E-01,9.14E+08,9.14E+02,2.05E+09,3.41E+07,5.68E+02,5.68E-04,5.68E+05,5.68E-01,9.14E+08,9.14E+02,9.14E+11,9.14E+05,9.14E+14,9.14E+08,9.14E+17,9.14E+11,9.14E+11,9.14E+05,9.14E+14,9.14E+08,6.00E+10,1.00E+06,1.00E+00,1.00E+09,1.00E+03
yd/s,3.29E+05,5.49E+03,9.14E-02,9.14E+01,1.08E+04,1.80E+02,3.00E-03,3.00E-09,3.00E+00,3.00E-06,3.60E-02,3.60E-08,3.60E+01,3.60E-05,3.29E+00,5.49E-02,9.14E-07,9.14E-13,9.14E-04,9.14E-10,1.20E+01,3.33E-03,3.29E+03,5.49E+01,9.14E-04,9.14E-10,9.14E-01,9.14E-07,2.05E+00,3.41E-02,5.68E-07,5.68E-13,5.68E-04,5.68E-10,9.14E-01,9.14E-07,9.14E+02,9.14E-04,9.14E+05,9.14E-01,9.14E+08,9.14E+02,9.14E+02,9.14E-04,9.14E+05,9.14E-01,6.00E+01,1.00E-03,1.00E-09,1.00E+00,1.00E-06
yd/us,3.29E+11,5.49E+09,9.14E+04,9.14E+07,1.08E+10,1.80E+08,3.00E+03,3.00E-03,3.00E+06,3.00E+00,3.60E+04,3.60E-02,3.60E+07,3.60E+01,3.29E+06,5.49E+04,9.14E-01,9.14E-07,9.14E+02,9.14E-04,1.20E+07,3.33E+03,3.29E+09,5.49E+07,9.14E+02,9.14E-04,9.14E+05,9.14E-01,2.05E+06,3.41E+04,5.68E-01,5.68E-07,5.68E+02,5.68E-04,9.14E+05,9.14E-01,9.14E+08,9.14E+02,9.14E+11,9.14E+05,9.14E+14,9.14E+08,9.14E+08,9.14E+02,9.14E+11,9.14E+05,6.00E+07,1.00E+03,1.00E-03,1.00E+06,1.00E+00
